"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,34.6,34.6,65.4,"Châtillon (FR)","À Châtillon (FR), ni l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", ni le contre-projet du Conseil fédéral et du Parlement ne convainquent. L'initiative est rejetée avec 53,8 % de non, tandis que le contre-projet, qui vise à garantir la disponibilité de l'argent liquide, est refusé avec 65,4 % de non."
2011,35.1,35.1,64.9,"Cugy (FR)","Les électeurs de Cugy (FR) approuvent à 80,6 % l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". Ils refusent en revanche le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide (35,1 %)."
2022,52.6,52.6,47.4,"Gletterens (FR)","À Gletterens, le contre-projet du Conseil fédéral et du Parlement est accepté avec 52,6 % de oui. L'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" est pour sa part rejetée avec 97,7 % de non."
2025,82.3,82.3,17.7,"Lully (FR)","À Lully (FR), les électeurs soutiennent l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", qui vise à inscrire la garantie de l'argent liquide dans le droit. Elle obtient 65,7. Le contre-projet du Conseil fédéral et du Parlement passe lui aussi la rampe avec 82,3 % de oui et entend garantir la disponibilité du numéraire par des bases légales précises. Mais à la question décisive, la majorité (57,5 % de oui) choisit l'initiative."
2029,60.2,60.2,39.8,"Montagny (FR)","Les citoyens de Montagny (FR) acceptent avec 60,2 % de oui le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils s'opposent par contre à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 63,7 %)."
2035,55.9,55.9,44.1,"Nuvilly (FR)","Les citoyens de Nuvilly acceptent avec 55,9 % de oui le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils s'opposent par contre à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 56,7 %)."
2038,46.5,46.5,53.5,"Prévondavaux (FR)","Les citoyens de Prévondavaux ne veulent ni inscrire dans la Constitution l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", ni accepter le contre-projet du Conseil fédéral et du Parlement. Ils ont refusé l'initiative avec 84,5 % de non et le contre-projet avec 53,5 % de non."
2041,62.5,62.5,37.5,"Saint-Aubin (FR)","Les citoyens de Saint-Aubin (FR) disent oui à 62,5 à un contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils refusent par contre l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 51,9 %)."
2043,48.7,48.7,51.3,"Sévaz (FR)","Non à 89,8 % à l’initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", et non aussi à 51,3 % au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Les citoyens de Sévaz ont refusé l'initiative et le contre-projet."
2044,29.5,29.5,70.5,"Surpierre (FR)","Non à 55,5 % à l’initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", et non aussi à 70,5 % au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Les citoyens de Surpierre ont refusé l'initiative et le contre-projet."
2045,40.3,40.3,59.7,"Vallon (FR)","Non à 70,6 % à l’initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", et non aussi à 59,7 % au contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Les citoyens de Vallon ont refusé l'initiative et le contre-projet."
