"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
5401,43.7,43.7,56.3,"Aigle (VD)","Les électeurs d'Aigle approuvent à 83,2 % l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". Ils refusent en revanche le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide (43,7 %)."
5402,52.3,52.3,47.7,"Bex (VD)","Les citoyens de Bex acceptent avec 52,3 % de oui le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils s'opposent par contre à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 83,9 %)."
5403,76.8,76.8,23.2,"Chessel (VD)","Les citoyens de Chessel ont tranché en faveur du contre-projet du Conseil fédéral et du Parlement visant à garantir la disponibilité de l'argent liquide (71 % de oui). Ils ont préféré cette proposition avec 76,8 % de oui. Ils ont toutefois également approuvé avec 56,7 % de oui l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets""."
5404,92,92,8,"Corbeyrier (VD)","À Corbeyrier, les électeurs soutiennent l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", qui vise à inscrire la garantie de l'argent liquide dans le droit. Elle obtient 68,8. Le contre-projet du Conseil fédéral et du Parlement passe lui aussi la rampe avec 92 % de oui et entend garantir la disponibilité du numéraire par des bases légales précises. Mais à la question décisive, la majorité (75 % de oui) choisit l'initiative."
5405,25.9,25.9,74.1,"Gryon (VD)","À Gryon, ni l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", ni le contre-projet du Conseil fédéral et du Parlement ne convainquent. L'initiative est rejetée avec 83,5 % de non, tandis que le contre-projet, qui vise à garantir la disponibilité de l'argent liquide, est refusé avec 74,1 % de non."
5406,36.2,36.2,63.8,"Lavey-Morcles (VD)","Ni l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"", ni le contre-projet du Conseil fédéral et du Parlement ne trouvent grâce aux yeux des citoyens de Lavey-Morcles. Ils refusent avec 61 % de non l’initiative. Ils s'opposent aussi au contre-projet (63,8 % de non), qui vise à garantir la disponibilité de l'argent liquide par des dispositions juridiquement éprouvées."
5407,89.2,89.2,10.8,"Leysin (VD)","Les citoyens de Leysin soutiennent le contre-projet du Conseil fédéral et du Parlement (89,2 % de oui) garantissant la disponibilité de l'argent liquide. Ils refusent en revanche l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (55,8 % de non)."
5408,17.3,17.3,82.7,"Noville (VD)","Les citoyens de Noville disent oui à 62,7 à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". Ils s'opposent par contre au contre-projet du Conseil fédéral et du Parlement avec 82,7 % de non."
5409,14.7,14.7,85.3,"Ollon (VD)","Les citoyens d'Ollon disent oui à 55,6 à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"". Ils s'opposent par contre au contre-projet du Conseil fédéral et du Parlement avec 85,3 % de non."
5410,61.9,61.9,38.1,"Ormont-Dessous (VD)","Les citoyens d'Ormont-Dessous acceptent avec 61,9 % de oui le contre-projet du Conseil fédéral et du Parlement garantissant la disponibilité de l'argent liquide. Ils s'opposent par contre à l'initiative ""Oui à une monnaie suisse libre et indépendante sous forme de pièces ou de billets"" (non à 63,6 %)."
